Government Transfers,,
"for the Fiscal Year Ended March 31, 2019",,
"(Details of payees receiving $25,000 or more)",,
,,
NAME,MINISTRY,AMOUNT
"SKERTCHLY, JAYNE YVONNE",Children and Family Development,"25,839"
SKIDEGATE BAND COUNCIL,Children and Family Development,"134,025"
SKIDEGATE BAND COUNCIL,Indigenous Relations and Reconciliation,"90,000"
SKIDEGATE DAYCARE,Children and Family Development,"120,895"
SKILL SOURCE GROUP TRAINING ORGANIZATION SOCIETY,"Advanced Education, Skills and Training","259,700"
SKILLED KIDS OCCUPATIONAL THERAPY INC.,Children and Family Development,"51,370"
SKIN TYEE NATION,Children and Family Development,"30,000"
SKIN TYEE NATION,"Energy, Mines and Petroleum Resources","13,525"
SKIN TYEE NATION,Indigenous Relations and Reconciliation,"442,194"
"SKINNER, DOROTHY J",Children and Family Development,"43,538"
"SKINNER, DOROTHY J",Social Development and Poverty Reduction,"124,794"
"SKOPELITIS, ANDROMACHE",Children and Family Development,"37,356"
"SKOPELITIS, DESPINA",Children and Family Development,"72,945"
"SKOPELITIS, NIKOLAOS",Children and Family Development,"114,550"
SKOWKALE FIRST NATION,Children and Family Development,"90,000"
SKWAH FIRST NATION,Children and Family Development,"35,490"
SKWAH FIRST NATION,Education,"50,130"
SKWAH FIRST NATION,Indigenous Relations and Reconciliation,"123,423"
SKYLARK THERAPY LTD.,Children and Family Development,"185,960"
"SLAVIK, MARLENE AGNES & PLEUS, SILKE",Children and Family Development,"26,078"
SLC LEARNING CENTERS INC.,Children and Family Development,"2,704,196"
"SLEE, NORMA & SLEE, JACK",Children and Family Development,"54,535"
SLEEP COUNTRY CANADA INC.,Social Development and Poverty Reduction,"133,134"
SLEEPTECH HOMECARE SERVICES,Social Development and Poverty Reduction,"69,580"
SLEEPWORKS MEDICAL INC.,Social Development and Poverty Reduction,"30,145"
SMAART,Children and Family Development,"38,940"
SMALL STEPS CHILDCARE INC.,Children and Family Development,"100,126"
SMALL TALK SOCIETY FOR DEVELOPMNTL LANGUAGE DISORDERS IN PRESCHOOL AGED CHILDREN,Children and Family Development,"148,673"
"SMALLWOOD, SUSAN & MENDIOLA, GREGORIO",Children and Family Development,"36,158"
"SMERDAL, BEVERLY",Children and Family Development,"40,234"
SMILE N GROW DAYCARE INC.,Children and Family Development,"66,877"
SMILE N LEARN CHILDCARE INC.,Children and Family Development,"34,194"
SMILESTONES JUNIOR KINDERGARTEN (NORTH SURREY) LTD.,Children and Family Development,"298,842"
SMILESTONES JUNIOR KINDERGARTEN LTD,Children and Family Development,"449,956"
"SMILEV, LORI",Children and Family Development,"25,146"
"SMIT, APRIL ANN",Children and Family Development,"33,656"
"SMITH, CHRISTINA LEE & SMITH, SEAN THOMAS",Children and Family Development,"72,337"
"SMITH, CLAIRE GEORGINA & SMITH, STEVEN ROBERT",Children and Family Development,"78,602"
"SMITH, DIANE JOAN",Children and Family Development,"39,604"
"SMITH, HOLLY JEAN, DR",Children and Family Development,"33,400"
"SMITH, HOLLY JEAN, DR",Public Safety and Solicitor General,"2,048"
"SMITH, JUDITH FAYE",Children and Family Development,"56,024"
"SMITH, KARI LEE",Children and Family Development,"53,520"
"SMITH, KIM BERNADETTE",Children and Family Development,"37,330"
"SMITH, LORRIANN DEBORAH & STADLER, DAVID SHAUN",Children and Family Development,"51,016"
"SMITH, MARCIA",Children and Family Development,"34,272"
"SMITH, MARGARET ELIZABETH",Children and Family Development,"148,785"
"SMITH, MARILEE J",Children and Family Development,"33,693"
"SMITH, MEHRILI",Children and Family Development,"101,329"
"SMITH, NATALIE & SMITH, EVAN",Children and Family Development,"46,534"
SMITHERS COMMUNITY SERVICES ASSOCIATION,Attorney General,"28,900"
SMITHERS COMMUNITY SERVICES ASSOCIATION,Children and Family Development,"178,343"
SMITHERS COMMUNITY SERVICES ASSOCIATION,"Jobs, Trade and Technology","22,500"
SMITHERS COMMUNITY SERVICES ASSOCIATION,"Tourism, Arts and Culture","4,000"
SMITHERS MINOR HOCKEY ASSOCIATION,Attorney General,"40,000"
SMITHERS PUBLIC LIBRARY,Education,"120,310"
"SNODGRASS, TAMSIN CARRIE",Children and Family Development,"163,971"
SNORE MD INC.,Social Development and Poverty Reduction,"89,766"
SNUNEYMUXW FIRST NATION,Children and Family Development,"466,088"
SNUNEYMUXW FIRST NATION,Education,"121,536"
SNUNEYMUXW FIRST NATION,Indigenous Relations and Reconciliation,"100,000"
"SNYDER, KAREN & SNYDER, MELVIN",Children and Family Development,"40,728"
SOAR LEARNING SERVICES LTD.,Children and Family Development,"38,878"
"SOARES, MARIO M",Children and Family Development,"82,638"
SOBEYS WEST INC.,Children and Family Development,"83,762"
SOBEYS WEST INC.,Public Safety and Solicitor General,"9,670"
SOBEYS WEST INC.,Social Development and Poverty Reduction,"30,915"
SOCIAL BUTTERFLIES ACTIVITIES AND LEARNING,Children and Family Development,"295,184"
SOCIAL BUTTERFLIES ACTIVITIES AND LEARNING LTD.,Children and Family Development,"36,279"
SOCIAL PLANNING AND RESEARCH COUNCIL OF BRITISH COLUMBIA,Social Development and Poverty Reduction,"6,000,000"
SOCIAL RESEARCH & DEMONSTRATION CORP,Social Development and Poverty Reduction,"724,339"
SOCIETE DU SERVICE DE GARDE LES COPAINS,Children and Family Development,"36,753"
SOCIETE FRANCOPHONE DE MAILLARDVILLE,Attorney General,"87,000"
SOCIETE PREMATERNELLE ET GARDERIE TARTINE ET CHOCOLAT,Attorney General,"5,600"
SOCIETE PREMATERNELLE ET GARDERIE TARTINE ET CHOCOLAT,Children and Family Development,"43,671"
SOCIETY FOR CHILDREN & YOUTH OF B C,Attorney General,"45,000"
SOCIETY FOR ECOSYSTEM RESTORATION IN NORTH CENTRAL BC,"Forests, Lands, Natural Resource Operations and Rural Development","150,000"
SOCIETY FOR KID'S CARE – ELK VALLEY,Children and Family Development,"127,066"
SOCIETY OF CHRISTIAN SCHOOLS IN B C,Education,"30,000"
SOCIETY OF RICHMOND CHILDREN'S CENTRES,Children and Family Development,"825,981"
SOCIETY OF SAINT VINCENT DE PAUL OF VANCOUVER ISLAND,Attorney General,"225,000"
SOCIETY OF SAINT VINCENT DE PAUL OF VANCOUVER ISLAND,Children and Family Development,"135,295"
SOCIETY OF SAINT VINCENT DE PAUL OF VANCOUVER ISLAND,Social Development and Poverty Reduction,"2,380"
SODA CREEK INDIAN BAND,Children and Family Development,"70,578"
SODA CREEK INDIAN BAND,Environment and Climate Change Strategy,"1,500"
SODA CREEK INDIAN BAND,"Forests, Lands, Natural Resource Operations and Rural Development","100,000"
SODA CREEK INDIAN BAND,Indigenous Relations and Reconciliation,"687,304"
SODA CREEK INDIAN BAND,Public Safety and Solicitor General,"10,539"
"SODIPO, TEMITAYO, DR",Children and Family Development,"40,439"
SOINTULA RESOURCE CENTRE SOCIETY,Attorney General,"33,500"
SOJAT SLP SERVICES INC.,Children and Family Development,"26,393"
"SOLANO, MARIA & SOLANO, JOSE",Children and Family Development,"79,081"
"SOLBERG, RITA & SOLBERG, ALVEN",Children and Family Development,"30,333"
SOLILOQUY SOLUTIONS INC.,Children and Family Development,"77,931"
"SOLOMON, LIVIA",Children and Family Development,"43,080"
"SOLTESZ, ANNITA DENISE & SMITH, ROBERT DEAN",Children and Family Development,"56,883"
"SONES, KAILEY",Children and Family Development,"34,644"
"SONG, LIWEI",Children and Family Development,"88,324"
"SONG, YOONHEE",Children and Family Development,"103,282"
SONGHEES FIRST NATION,Children and Family Development,"26,063"
SONGHEES FIRST NATION,Finance,"185,785"
SONGHEES NATION,"Advanced Education, Skills and Training","265,540"
SONGHEES NATION,Children and Family Development,"27,050"
SONLIGHT CHRISTIAN CHILDCARE CENTRE LTD.,Children and Family Development,"60,050"
SOOKE FAMILY RESOURCE SOCIETY,Attorney General,"54,600"
SOOKE FAMILY RESOURCE SOCIETY,Children and Family Development,"636,455"
SOOKE FAMILY RESOURCE SOCIETY,Social Development and Poverty Reduction,"5,627"
SOOKE FOOD BANK SOCIETY,Attorney General,"45,000"
SOOKE OPTIONS FOR COMMUNITY LIVING ASSOCIATION,Children and Family Development,"120,184"
SOOKE REGION MUSEUM,"Tourism, Arts and Culture","34,800"
SOOKE TRANSITION HOUSE SOCIETY,Public Safety and Solicitor General,"237,541"
"SOPOTIUK, JONATHON W","Tourism, Arts and Culture","30,000"
"SORENSEN/ST HILAIRE, LANA LETA & KALYN, DANIEL DOUGLAS",Children and Family Development,"64,608"
"SORIANO, RENEE ADRIANE",Children and Family Development,"31,853"
SOROPTIMIST INTERNATIONAL OF ABBOTSFORD/MISSION,Attorney General,"36,000"
SOROPTIMIST INTERNATIONAL OF NORTH & WEST VANCOUVER,Attorney General,"30,000"
SOROPTIMIST INTERNATIONAL OF THE LANGLEYS,Attorney General,"45,600"
SORRENTO NURSERIES LTD.,Agriculture,"55,943"
SOS CHILDREN'S VILLAGE BRITISH COLUMBIA (CANADA) SOCIETY,Attorney General,"100,000"
SOS CHILDREN'S VILLAGE BRITISH COLUMBIA (CANADA) SOCIETY,Children and Family Development,"102,750"
"SOTELO, JUDY & SOTELO, EDWIN",Children and Family Development,"179,491"
"SOTH, DASA",Children and Family Development,"150,646"
SOUNDS & WORDS SPEECH SERVICES LTD.,Children and Family Development,"76,008"
SOURCES COMMUNITY RESOURCES SOCIETY,"Advanced Education, Skills and Training","225,880"
SOURCES COMMUNITY RESOURCES SOCIETY,Attorney General,"203,000"
SOURCES COMMUNITY RESOURCES SOCIETY,Children and Family Development,"5,317,714"
SOURCES COMMUNITY RESOURCES SOCIETY,Public Safety and Solicitor General,"342,339"
SOURCES COMMUNITY RESOURCES SOCIETY,Social Development and Poverty Reduction,"3,832,334"
SOUTH ARM COMMUNITY ASSOCIATION,Children and Family Development,"96,508"
SOUTH ASIAN FAMILY ASSOCIATION (SAFA),Attorney General,"70,000"
SOUTH BURNABY METRO CLUB,Attorney General,"85,000"
SOUTH CARIBOO ELIZABETH FRY SOCIETY,Children and Family Development,"83,188"
SOUTH CARIBOO ELIZABETH FRY SOCIETY,Public Safety and Solicitor General,"141,936"
SOUTH CARIBOO SEARCH & RESCUE SOCIETY,Attorney General,"25,000"
SOUTH CENTRAL MONTESSORI CHILD CARE LTD.,Children and Family Development,"182,717"
SOUTH COAST BRITISH COLUMBIA TRANSPORTATION AUTHORITY,Children and Family Development,"85,709"
SOUTH COAST BRITISH COLUMBIA TRANSPORTATION AUTHORITY,Public Safety and Solicitor General,"17,848"
SOUTH COAST BRITISH COLUMBIA TRANSPORTATION AUTHORITY,Social Development and Poverty Reduction,"55,528,599"
SOUTH COAST BRITISH COLUMBIA TRANSPORTATION AUTHORITY,Transportation and Infrastructure,"28,513,795"
SOUTH COLUMBIA SEARCH AND RESCUE SOCIETY,Attorney General,"89,000"
SOUTH COLUMBIA SEARCH AND RESCUE SOCIETY,Public Safety and Solicitor General,"2,272"
SOUTH DELTA MINOR HOCKEY ASSOCIATION,Attorney General,"119,000"
SOUTH DELTA SECONDARY SCHOOL P A C,Attorney General,"35,592"
SOUTH DELTA UNITED SOCCER CLUB,Attorney General,"81,000"
SOUTH GRANVILLE SENIORS FRIENDSHIP CENTRE,Attorney General,"88,000"
SOUTH HILL CHILD CARE SOCIETY,Children and Family Development,"74,628"
SOUTH ISLAND CENTRE FOR COUNSELLING AND TRAINING SOCIETY,Attorney General,"70,000"
SOUTH ISLAND CENTRE FOR COUNSELLING AND TRAINING SOCIETY,Public Safety and Solicitor General,880
SOUTH ISLAND DISPUTE RESOLUTION CENTRE SOCIETY,Attorney General,"79,000"
SOUTH ISLAND DISTANCE EDUCATION SCHOOL (SIDES) P A C,Attorney General,"33,504"
SOUTH ISLAND WELLNESS SOCIETY,Children and Family Development,"788,612"
SOUTH ISLAND WELLNESS SOCIETY,Public Safety and Solicitor General,"41,239"
SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY,Children and Family Development,"7,593"
SOUTH OKANAGAN MONTESSORI SCHOOL SOCIETY,Education,"182,771"
SOUTH OKANAGAN SENIORS WELLNESS SOCIETY,Attorney General,"33,000"
SOUTH OKANAGAN SIMILKAMEEN VOLUNTEER CENTRE SOCIETY,Attorney General,"57,000"
SOUTH OKANAGAN SIMILKAMEEN YOUTH SOCCER ASSOCIATION,Attorney General,"87,500"
SOUTH OKANAGAN VICTIM ASSISTANCE SOCIETY,Public Safety and Solicitor General,"110,995"
SOUTH OKANAGAN WOMEN IN NEED SOCIETY,Children and Family Development,"44,209"
SOUTH OKANAGAN WOMEN IN NEED SOCIETY,Public Safety and Solicitor General,"304,285"
SOUTH OKANAGAN/SIMILKAMEEN BRAIN INJURY SOCIETY,Attorney General,"45,000"
SOUTH PARK OUT OF SCHOOL PARENTS SOCIETY,Children and Family Development,"80,177"
SOUTH PEACE ART SOCIETY,Attorney General,"24,500"
SOUTH PEACE ART SOCIETY,"Tourism, Arts and Culture","5,000"
SOUTH PEACE CHILD DEVELOPMENT SOCIETY,Attorney General,"20,000"
SOUTH PEACE CHILD DEVELOPMENT SOCIETY,Children and Family Development,"2,012,472"
SOUTH PEACE COMMUNITY RESOURCES SOCIETY,Attorney General,"20,100"
SOUTH PEACE COMMUNITY RESOURCES SOCIETY,Children and Family Development,"759,949"
SOUTH PEACE COMMUNITY RESOURCES SOCIETY,Public Safety and Solicitor General,"740,899"
SOUTH SURREY INDEPENDENT SCHOOL SOCIETY,Education,"2,139,590"
SOUTH VAN ISLE LIONS CLUB,Attorney General,"30,000"
SOUTH VANCOUVER COMMUNITY CRIME PREVENTION SOCIETY,Attorney General,"42,500"
SOUTH VANCOUVER FAMILY PLACE SOCIETY,Attorney General,"60,690"
SOUTH VANCOUVER FAMILY PLACE SOCIETY,Children and Family Development,"11,330"
SOUTHERN DAKELH NATION ALLIANCE SOCIETY,"Forests, Lands, Natural Resource Operations and Rural Development","1,000,000"
SOUTHERN DAKELH NATION ALLIANCE SOCIETY,Indigenous Relations and Reconciliation,"1,405,000"
SOUTHERN STL'ATL'IMX HEALTH SOCIETY,Children and Family Development,"475,277"
SOUTHRIDGE FELLOWSHIP BAPTIST CHURCH,Children and Family Development,"195,069"
SOVEREIGN LAKE NORDIC CLUB,Attorney General,"252,400"
"SOWDEN, ROBERT & SOWDEN, DIANE",Children and Family Development,"32,143"
"SOYKA, TAMERA J",Children and Family Development,"80,888"
"SPADY, SUZANNE M & SPADY, DEAN J",Children and Family Development,"32,354"
SPARE TIME CHILD CARE SOCIETY,Attorney General,"86,500"
SPARE TIME CHILD CARE SOCIETY,Children and Family Development,"226,463"
SPARE TIME FUN CENTRE,Attorney General,"39,500"
SPARE TIME FUN CENTRE,Children and Family Development,"49,958"
SPARK SOCIETY FOR YOUTH,Attorney General,"40,000"
SPARTAN SWIM CLUB,Attorney General,"56,000"
SPARWOOD PUBLIC LIBRARY ASSOCIATION,Education,"65,088"
SPARWOOD SEARCH & RESCUE,Attorney General,"64,450"
SPARWOOD SEARCH & RESCUE,Public Safety and Solicitor General,"1,789"
SPECTRUM COMMUNITY SCHOOL P A C,Attorney General,"28,056"
SPECTRUM LEARNING CENTRE INC.,Children and Family Development,"1,458,947"
SPECTRUM SOCIETY FOR COMMUNITY LIVING,Attorney General,"58,960"
SPECTRUM SOCIETY FOR COMMUNITY LIVING,Public Safety and Solicitor General,"8,397"
SPEECH META THERAPY SERVICES INC.,Children and Family Development,"271,498"
"SPENCE, LESLIE B & SPENCE, LAURA D",Children and Family Development,"58,051"
SPENCER EXTRA–CURRICULAR SOCIETY,Attorney General,"36,384"
SPINA BIFIDA & HYDROCEPHALUS ASSOCIATION OF B C,Attorney General,"48,200"
SPIRIT OF THE CHILDREN SOCIETY,Children and Family Development,"3,018,652"
SPIRIT RIDGE VINEYARD RESORT & SPA,Public Safety and Solicitor General,"31,864"
SPIRITUAL QUEST WELLNESS SOCIETY,Social Development and Poverty Reduction,"63,582"
SPLATSIN FIRST NATION,Children and Family Development,"356,862"
SPLATSIN FIRST NATION,Education,"165,214"
SPLATSIN FIRST NATION,Environment and Climate Change Strategy,"91,603"
SPLATSIN FIRST NATION,"Forests, Lands, Natural Resource Operations and Rural Development","250,000"
SPLATSIN FIRST NATION,Indigenous Relations and Reconciliation,"1,872,907"
SPLATSIN FIRST NATION,Municipal Affairs and Housing,"7,406"
SPLATSIN FIRST NATION,Public Safety and Solicitor General,"111,503"
SPLATSIN TSM7AKSALTN (SPLATSIN TEACHING CENTRE) SOCIETY,Children and Family Development,"458,661"
"SPOHR, WANDA & SPOHR, ANDREAS",Children and Family Development,"71,364"
"SPOONER, DARLENE",Children and Family Development,"88,149"
"SPORNICU, VIORICA",Children and Family Development,"27,324"
SPORT B.C.,"Tourism, Arts and Culture","2,550,000"
SPORT FOR LIFE SOCIETY,Health,"1,400,000"
SPORT MEDICINE COUNCIL OF BRITISH COLUMBIA,Attorney General,"65,000"
SPORTSPLEX MANAGEMENT LTD.,Children and Family Development,"172,414"
SPRINGFIELD FUNERAL HOME LTD.,Social Development and Poverty Reduction,"169,661"
SPRINGRIDGE EARLY CHILDHOOD CENTRE SOCIETY,Attorney General,"11,850"
SPRINGRIDGE EARLY CHILDHOOD CENTRE SOCIETY,Children and Family Development,"136,792"
SPROTT SHAW COLLEGE,Children and Family Development,"38,155"
SPROTT SHAW COLLEGE,Social Development and Poverty Reduction,"155,031"
SPRUCE CITY LIONS CLUB,Attorney General,"25,000"
SPRUCE CITY SKATING CLUB,Attorney General,"65,000"
SPRUCELAND INN LTD.,Children and Family Development,330
SPRUCELAND INN LTD.,Public Safety and Solicitor General,"56,084"
SPUZZUM FIRST NATION,Children and Family Development,"30,300"
SPUZZUM FIRST NATION,Municipal Affairs and Housing,"18,489"
SQ'EWLETS FIRST NATION,Children and Family Development,"450,000"
SQUAMISH ARTS COUNCIL,Attorney General,"25,000"
SQUAMISH ARTS COUNCIL,"Tourism, Arts and Culture","56,235"
SQUAMISH CHAMBER OF COMMERCE,"Forests, Lands, Natural Resource Operations and Rural Development","39,804"
SQUAMISH FUNERAL CHAPEL LTD,Social Development and Poverty Reduction,"25,595"
SQUAMISH GENERAL HOSPITAL,Social Development and Poverty Reduction,"101,225"
SQUAMISH HELPING HANDS SOCIETY,Attorney General,"36,000"
SQUAMISH HELPING HANDS SOCIETY,Social Development and Poverty Reduction,"28,661"
SQUAMISH MONTESSORI SCHOOL LTD.,Children and Family Development,"246,987"
SQUAMISH MONTESSORI SOCIETY,Children and Family Development,"107,468"
SQUAMISH MONTESSORI SOCIETY,Education,"517,095"
SQUAMISH NATION,"Advanced Education, Skills and Training","81,908"
SQUAMISH NATION,Attorney General,"265,976"
SQUAMISH NATION,Children and Family Development,"41,722"
SQUAMISH NATION,Education,"47,145"
SQUAMISH NATION,Environment and Climate Change Strategy,"89,355"
SQUAMISH NATION,Indigenous Relations and Reconciliation,"7,683,883"
SQUAMISH NATION,Public Safety and Solicitor General,"11,990"
SQUAMISH PUBLIC LIBRARY,Education,"169,820"
SQUAMISH SEARCH AND RESCUE SOCIETY,Attorney General,"99,944"
SQUAMISH SEARCH AND RESCUE SOCIETY,Public Safety and Solicitor General,"10,857"
SQUAMISH WALDORF SCHOOL ASSOCIATION,Children and Family Development,"9,971"
SQUAMISH WALDORF SCHOOL ASSOCIATION,Education,"513,769"
SQUAMISH–LILLOOET REGIONAL DISTRICT,"Forests, Lands, Natural Resource Operations and Rural Development","16,002"
SQUAMISH–LILLOOET REGIONAL DISTRICT,Municipal Affairs and Housing,"200,978"
SQUAMISH–LILLOOET REGIONAL DISTRICT,Public Safety and Solicitor General,"679,863"
SQUIALA FIRST NATION,Education,"140,364"
SQUIALA FIRST NATION,Municipal Affairs and Housing,"3,045"
"SQUINAS, VERA & LAWRENCE, JOSEPH",Children and Family Development,"34,954"
SQX DANZA,Attorney General,"30,000"
SQX DANZA,Social Development and Poverty Reduction,"65,263"
SQX DANZA,"Tourism, Arts and Culture","4,000"
"ST HILAIRE, LANA LETA",Children and Family Development,"64,608"
"ST LAURENT, KERI ANNE",Children and Family Development,"25,805"
ST MICHAEL'S CENTRE HOSPITAL SOCIETY,Social Development and Poverty Reduction,"42,509"
"ST PIERRE, DENNIS & ST PIERRE, KIMBERLY A",Children and Family Development,"43,121"
"ST PIERRE, HEIDI LYNN",Children and Family Development,"193,547"
ST. ALBAN'S DAY CARE SOCIETY,Children and Family Development,"79,205"
ST. ALCUIN COLLEGE FOR THE LIBERAL ARTS SOCIETY,Education,"438,142"
ST. CASIMIR'S DAY CARE CENTRE,Children and Family Development,"120,293"
ST. FRANCIS HOSPITAL,Health,"89,005"
ST. FRANCIS XAVIER DAY CARE SOCIETY,Children and Family Development,"94,926"
ST. GEORGE'S SCHOOL,Education,"3,554,375"
ST. GEORGE'S SCHOOL AUXILIARY,Attorney General,"28,080"
ST. JAMES DAY CARE CENTER,Attorney General,"8,750"
ST. JAMES DAY CARE CENTER,Children and Family Development,"83,449"
ST. JOHN AMBULANCE,Children and Family Development,"1,765"
ST. JOHN AMBULANCE,Mental Health and Addictions,"300,000"
ST. JOHN AMBULANCE,Social Development and Poverty Reduction,979
ST. JOHN SOCIETY (BRITISH COLUMBIA AND YUKON),"Advanced Education, Skills and Training","10,662"
ST. JOHN SOCIETY (BRITISH COLUMBIA AND YUKON),Attorney General,"200,000"
ST. JOSEPH'S GENERAL HOSPITAL,Social Development and Poverty Reduction,"31,039"
ST. JUDE CHILDREN'S RESEARCH HOSPITAL,Health,"292,337"
ST. LEONARD'S YOUTH AND FAMILY SERVICES SOCIETY,Children and Family Development,"5,722,706"
ST. LUKE'S ROOSEVELT HOSPITAL,Health,"40,751"
ST. MARGARET'S SCHOOL,Children and Family Development,"37,683"
ST. MARGARET'S SCHOOL,Education,"778,101"
ST. MARY'S INDIAN BAND,Children and Family Development,"101,383"
ST. MARY'S KITKIKCAMNAM SOCIETY,Education,"387,624"
ST. MATTHEWS DAY CARE SOCIETY,Attorney General,"34,150"
ST. MATTHEWS DAY CARE SOCIETY,Children and Family Development,"286,147"
ST. MICHAEL'S CHURCH DAYCARE CENTRE,Children and Family Development,"69,632"
ST. MICHAELS UNIVERSITY SCHOOL SOCIETY,Children and Family Development,"10,059"
ST. MICHAELS UNIVERSITY SCHOOL SOCIETY,Education,"2,485,979"
ST. PAUL'S FOUNDATION OF VANCOUVER,Health,"4,300,000"
ST. PAUL'S FOUNDATION OF VANCOUVER,Mental Health and Addictions,"1,000,000"
ST. THOMAS MORE COLLEGIATE LTD.,Education,"3,255,414"
ST. VINCENT DE PAUL SOCIETY ST FRANCIS OF ASSISSI CONFERENCE PRINCE GEORGE BC,Attorney General,"50,000"
"STACK, ALEXIA",Children and Family Development,"41,898"
"STAGER, ROSEMARY RITA",Children and Family Development,"41,090"
STANFORD HOSPITAL AND CLINICS,Health,"117,784"
STANFORD SENIORS VILLIAGE LLP,Social Development and Poverty Reduction,"59,143"
"STANILA, FLOAREA",Children and Family Development,"29,231"
STANLEY PARK ECOLOGY SOCIETY,Attorney General,"89,200"
"STANTON, DAVID LEONARD",Children and Family Development,"33,175"
STAPLES CANADA INC.,Children and Family Development,"51,510"
STARBRIGHT CHILDREN'S DEVELOPMENT CENTRE ASSOCIATION,Attorney General,"25,000"
STARBRIGHT CHILDREN'S DEVELOPMENT CENTRE ASSOCIATION,Children and Family Development,"4,518,920"
STARBRIGHT EDUCARE DAYCARE (1995) LTD.,Children and Family Development,"108,256"
STARCHILD CENTRES LTD.,Children and Family Development,"209,697"
"STARCHUK, JANETTE & STARCHUK, KENNETH",Children and Family Development,"59,873"
"STARK, ALISON LINDSAY",Children and Family Development,"25,309"
"STARLING, HEATHER DIANNE & STARLING, LESLIE JAMES",Children and Family Development,"68,519"
"STARNER, GAIL ANN",Children and Family Development,"66,261"
START SMART CHILDCARE CENTRE INC.,Children and Family Development,"330,492"
STARTING BLOCKS CHILD CARE INC.,Children and Family Development,"87,756"
STARTS CHILDREN'S CENTER LTD.,Children and Family Development,"77,419"
STATE OF WASHINGTON,Environment and Climate Change Strategy,"134,140"
"STEFKO, JAMES ANDREW & STEFKO, LILY",Children and Family Development,"59,500"
"STEIER, BERNADINE",Children and Family Development,"59,261"
STEIN VALLEY NLAKAPAMUX SCHOOL SOCIETY,Education,"209,840"
"STEINER, TERESA LYNN",Children and Family Development,"76,177"
"STEITZER, SHELLEY ANN",Children and Family Development,"106,817"
"STEL, ANITA & STEL, PATRICK",Children and Family Development,"57,351"
STELLA RICARD FRIENDSHIP SOCIETY,Children and Family Development,"63,686"
STELLAT'EN FIRST NATION,Children and Family Development,"30,400"
STELLAT'EN FIRST NATION,"Energy, Mines and Petroleum Resources","112,500"
STELLAT'EN FIRST NATION,Indigenous Relations and Reconciliation,"40,000"
STELLAT'EN FIRST NATION,Municipal Affairs and Housing,"13,058"
STEMCELL TECHNOLOGIES CANADA INC.,"Advanced Education, Skills and Training","10,737"
STEMCELL TECHNOLOGIES CANADA INC.,"Jobs, Trade and Technology","4,646,920"
"STENQUIST, TONYA MICHELLE",Children and Family Development,"41,614"
STEP BY STEP RECOVERY HOME SOCIETY,Social Development and Poverty Reduction,"462,551"
"STEP UP ""N"" RIDE SOCIETY",Attorney General,"50,000"
"STEP UP ""N"" RIDE SOCIETY",Children and Family Development,"1,155"
"STEPHENS, CAROL–ANN & STEPHENS, TODD",Children and Family Development,"27,672"
"STEPHENS, KATHLEEN ROSE",Children and Family Development,"42,882"
"STEPHENSON, ZOE ANN",Children and Family Development,"34,232"
STEPPING 4WORDS LEARNING CENTER LTD.,Children and Family Development,"31,928"
STEPPING STONE COMMUNITY SERVICES SOCIETY,Attorney General,"55,000"
STEPPING STONE COMMUNITY SERVICES SOCIETY,Children and Family Development,764
STEPPING STONES COUNSELLING GROUP LTD.,Children and Family Development,"532,743"
STEPPING STONES COUNSELLING GROUP LTD.,Public Safety and Solicitor General,"32,748"
STEPPING STONES RECOVERY HOUSE FOR WOMEN,Attorney General,"53,000"
STEPPING STONES RECOVERY HOUSE FOR WOMEN,Social Development and Poverty Reduction,"69,059"
STEPPING STONES THERAPY INC.,Children and Family Development,"1,074,601"
STEPS TO THE FUTURE CHILD CARE SOCIETY,Attorney General,"19,600"
STEPS TO THE FUTURE CHILD CARE SOCIETY,Children and Family Development,"49,078"
STEP–BY–STEP CHILD DEVELOPMENT SOCIETY,Attorney General,"44,800"
STEP–BY–STEP CHILD DEVELOPMENT SOCIETY,Children and Family Development,"100,380"
STERLING AT LODGE ON 4TH LTD.,"Advanced Education, Skills and Training","76,785"
"STERLING–COLLINS, RONA VALENE",Children and Family Development,"77,131"
"STEVENSON, CAROLYN RAE",Children and Family Development,"50,945"
"STEVENSON, COLLEEN",Public Safety and Solicitor General,"47,717"
STEVESTON COMMUNITY SOCIETY,Attorney General,"12,750"
STEVESTON COMMUNITY SOCIETY,Children and Family Development,"14,233"
STEVESTON – LONDON SECONDARY SCHOOL PAC,Attorney General,"29,400"
STEVESTON'S ARTS CONNECTION LTD.,Children and Family Development,"660,678"
STEWART PUBLIC LIBRARY,Education,"29,909"
"STEWART, GINA",Children and Family Development,"70,072"
"STEWART, KRYSTA",Children and Family Development,"62,348"
"STIGANT, GABRIELLE",Children and Family Development,"108,125"
STIGMA–FREE SOCIETY,Attorney General,"35,000"
STIGMA–FREE SOCIETY,Mental Health and Addictions,"50,000"
STIKEMAN ELLIOTT LLP IN TRUST,Indigenous Relations and Reconciliation,"1,085,000"
STILL INTERPRETING INC.,Children and Family Development,"57,561"
STILL MOON ARTS SOCIETY,Attorney General,"8,500"
STILL MOON ARTS SOCIETY,"Tourism, Arts and Culture","58,000"
STILLWATER CONSULTING LTD.,"Advanced Education, Skills and Training","720,975"
STILLWATER CONSULTING LTD.,Social Development and Poverty Reduction,"117,105"
